Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,Depth_code,land_use_code,OC_Class,pH_Class,Fertility_Class,photo_path,photo_exists
0-20 cm,33041994,7.5,7.95,18.42,50.5,20.0,26.5,3.5,773.7,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.3182038,-1.961663886,9/8/2018,1511,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\419\33041994E.jpg,True
0-20 cm,33042072,7.2,7.71,18.37,60.1,456.0,26.5,4.8,219.5,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,41.01387024,-2.095368747,30-07-18,1286,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\420\33042072E.jpg,True
0-20 cm,33042102,7.5,8.05,16.2,5.7,641.0,16.9,0.8,214.1,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.28122756,-2.147882903,27-07-18,839,F40,U112,Bareland,Other bare soil,Fallow land,1,10,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\421\33042102E.jpg,True
0-20 cm,33042120,7.6,8.09,17.62,9.5,239.0,26.5,1.3,327.1,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.44158737,-2.179688331,8/7/2018,940,E30,U415,Grassland,Spontaneously re-vegetated surfaces,Other abandoned areas,1,16,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\421\33042120E.jpg,True
0-20 cm,33042138,7.7,8.35,17.03,14.6,276.0,19.9,1.3,177.7,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.60190646,-2.211719072,6/5/2018,1067,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\421\33042138E.jpg,True
0-20 cm,33042156,7.5,7.94,23.4,13.5,236.0,14.3,1.7,351.5,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.76218499,-2.243977298,27-05-18,1148,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\421\33042156E.jpg,True
0-20 cm,33042166,7.1,7.62,18.57,33.3,395.0,26.5,2.9,127.4,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.85121115,-2.261997638,26-07-18,1289,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\421\33042166E.jpg,True
0-20 cm,33042198,6.3,6.6,7.75,29.6,1.0,26.5,2.8,96.0,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,42.13601141,-2.320143562,25-07-18,1284,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\421\33042198E.jpg,True
0-20 cm,33042228,7.5,8.03,27.8,10.0,176.0,15.4,1.3,227.7,13.45,287.5,0.9,1.9,ES,ES2,ES23,ES230,42.40289675,-2.37532948,1/8/2018,496,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\422\33042228E.jpg,True
0-20 cm,33042318,4.0,4.78,5.23,22.9,1.0,26.5,1.9,81.4,13.45,287.5,0.9,1.9,ES,ES2,ES21,ES213,43.2028928,-2.544911013,21-07-18,378,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\423\33042318E.jpg,True
0-10 cm,33061854,7.5,8.04,18.61,13.6,756.0,34.0,1.6,134.3,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,39.0703642,-1.708729948,4/5/2018,730,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),0,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\618\33061854E.jpg,True
0-20 cm,33061972,6.5,6.88,10.41,28.4,5.0,26.5,1.5,106.6,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.12468033,-1.901534864,10/8/2018,1396,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\619\33061972E.jpg,True
0-20 cm,33062008,7.3,7.58,25.3,57.0,27.0,26.5,4.0,483.9,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.44597317,-1.962112895,15-06-18,1368,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\620\33062008E.jpg,True
0-20 cm,33062038,7.3,7.66,14.98,51.2,55.0,26.5,4.2,413.3,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.71358955,-2.013241879,19-07-18,1416,C23,U120,Woodland,Other coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\620\33062038E.jpg,True
0-20 cm,33062044,7.2,7.69,16.13,76.7,105.0,26.5,1.5,247.2,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.76709899,-2.023539176,24-07-18,1236,C23,U420,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\620\33062044E.jpg,True
0-20 cm,33062062,7.5,8.05,17.12,18.5,200.0,26.5,1.9,515.9,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.92759971,-2.05457542,30-07-18,1292,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\620\33062062E.jpg,True
0-20 cm,33062080,7.0,7.32,18.0,32.7,323.0,26.5,2.9,656.2,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,41.08805921,-2.085829792,27-07-18,1249,C23,U420,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\620\33062080E.jpg,True
0-20 cm,33062092,7.4,7.89,16.29,10.5,376.0,26.5,1.6,404.8,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.1950094,-2.106788245,27-07-18,972,E30,U420,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use,1,22,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\620\33062092E.jpg,True
0-20 cm,33062106,7.5,8.01,21.4,13.7,337.0,15.7,1.6,359.5,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.31976164,-2.1313643,14-07-18,799,F40,U112,Bareland,Other bare soil,Fallow land,1,10,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\621\33062106E.jpg,True
0-20 cm,33062146,7.3,7.72,27.72,10.1,54.0,16.1,1.0,214.5,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.67606089,-2.202329218,6/5/2018,1055,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\621\33062146E.jpg,True
0-20 cm,33062206,5.9,6.42,7.25,31.9,1.0,26.5,2.6,87.9,13.45,287.5,0.9,1.9,ES,ES2,ES23,ES230,42.21013605,-2.310895955,30-07-18,1181,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\622\33062206E.jpg,True
0-20 cm,33062268,7.0,7.61,16.11,17.0,17.0,26.5,1.7,170.7,13.45,287.5,0.9,0.8,ES,ES2,ES21,ES211,42.76154816,-2.425832305,2/6/2018,840,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\622\33062268E.jpg,True
0-20 cm,33062278,7.4,7.96,21.9,13.4,270.0,22.7,1.7,393.8,13.45,287.5,0.9,1.9,ES,ES2,ES21,ES211,42.8504417,-2.44463858,4/6/2018,0,B41,U111,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\622\33062278E.jpg,True
0-20 cm,33081708,7.6,7.73,276.0,50.1,84.0,57.5,1.5,412.4,13.45,287.5,0.9,1.9,ES,ES6,ES62,ES620,37.76599437,-1.459423568,28-04-18,243,B43,U111,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\817\33081708E.jpg,True
0-20 cm,33081802,7.7,8.4,16.51,16.1,263.0,32.9,0.7,208.5,13.45,287.5,0.3,0.3,ES,ES4,ES42,ES421,38.6079127,-1.603839292,8/6/2018,714,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\818\33081802E.jpg,True
0-20 cm,33081856,7.7,8.3,17.31,7.2,400.0,30.7,0.8,379.7,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,39.09102397,-1.689137038,4/5/2018,724,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\818\33081856E.jpg,True
0-20 cm,33081874,7.5,8.12,14.43,8.9,126.0,28.5,0.9,319.6,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,39.25197413,-1.717958936,2/5/2018,745,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\818\33081874E.jpg,True
0-20 cm,33081892,7.4,8.25,14.41,6.7,464.0,14.5,0.9,475.0,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,39.41288115,-1.746978454,9/5/2018,794,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\818\33081892E.jpg,True
0-20 cm,33081982,6.5,7.15,7.72,22.3,3.0,26.5,1.2,88.0,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.21677627,-1.895104581,10/8/2018,1253,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\819\33081982E.jpg,True
0-20 cm,33082068,7.5,7.83,16.17,61.2,210.0,26.5,3.4,478.2,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.98396205,-2.041523345,8/8/2018,1279,C23,U420,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\820\33082068E.jpg,True
0-20 cm,33082116,7.4,7.44,247.0,16.5,502.0,10.8,1.4,283.8,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.41174957,-2.125399492,8/7/2018,913,F40,U112,Bareland,Other bare soil,Fallow land,1,10,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\821\33082116E.jpg,True
0-20 cm,33082140,7.4,7.83,15.07,8.1,43.0,23.9,1.0,254.0,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.62553476,-2.167932514,6/5/2018,1056,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\821\33082140E.jpg,True
0-20 cm,33082144,7.3,7.55,35.31,24.7,78.0,61.5,3.0,174.3,13.45,287.5,0.7,2.5,ES,ES4,ES41,ES417,41.66115863,-2.175060434,6/5/2018,1052,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\821\33082144E.jpg,True
0-20 cm,33082148,7.3,7.55,38.46,26.5,128.0,26.5,2.6,233.0,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.69678051,-2.182199585,6/5/2018,1126,E10,U420,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\821\33082148E.jpg,True
0-20 cm,33082152,5.6,6.31,9.28,3.1,1.0,22.4,0.5,36.3,13.45,287.5,0.2,0.6,ES,ES4,ES41,ES417,41.73240039,-2.18934999,26-06-18,1117,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Neutral,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\821\33082152E.jpg,True
0-20 cm,33082252,7.4,7.88,16.3,13.8,347.0,33.8,1.6,294.5,13.45,287.5,0.9,1.9,ES,ES2,ES22,ES220,42.62225526,-2.371839609,27-07-18,760,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\330\822\33082252E.jpg,True
0-10 cm,33101854,7.5,8.13,29.0,19.5,444.0,38.1,1.5,431.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES421,39.07590633,-1.663161838,17-05-18,712,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),0,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\018\33101854E.jpg,True
0-20 cm,33102006,7.3,7.55,22.7,47.3,10.0,26.5,4.7,774.8,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.4338068,-1.912226464,15-06-18,1514,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\020\33102006E.jpg,True
0-20 cm,33102046,7.4,7.8,13.59,37.9,35.0,26.5,3.5,425.5,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.79065063,-1.980224426,16-06-18,1294,C23,U420,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\020\33102046E.jpg,True
0-20 cm,33102114,7.5,8.01,16.48,20.4,230.0,25.7,2.2,550.4,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.39681864,-2.09827597,8/7/2018,996,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\021\33102114E.jpg,True
0-20 cm,33102118,7.5,7.91,22.48,17.4,454.0,38.2,2.0,514.5,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.43245745,-2.105318363,8/7/2018,931,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\021\33102118E.jpg,True
0-20 cm,33102142,7.7,8.31,13.91,5.3,17.0,35.1,0.7,150.1,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.64624831,-2.147805726,6/5/2018,1073,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\021\33102142E.jpg,True
0-20 cm,33102208,6.2,6.3,50.1,39.9,2.0,19.6,4.1,486.4,13.45,287.5,0.9,1.9,ES,ES2,ES23,ES230,42.23380467,-2.266740509,27-05-18,1212,D20,U111,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\022\33102208E.jpg,True
0-20 cm,33102276,7.5,8.02,23.22,23.5,418.0,17.7,2.8,243.7,13.45,287.5,0.9,1.9,ES,ES2,ES21,ES211,42.83860704,-2.392585141,2/6/2018,653,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\022\33102276E.jpg,True
0-20 cm,33121976,7.3,7.93,14.11,17.1,401.0,26.5,1.5,380.4,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,40.16885644,-1.838755065,10/8/2018,1541,D10,U111,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\219\33121976E.jpg,True
0-20 cm,33122048,5.9,6.28,6.73,39.5,1.0,26.5,3.6,190.8,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.81133822,-1.960266634,28-07-18,1220,C22,U420,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\220\33122048E.jpg,True
0-20 cm,33122056,7.5,7.85,20.9,52.8,548.0,26.5,4.5,451.5,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.8826842,-1.973978297,28-07-18,1250,C23,U420,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\220\33122056E.jpg,True
0-20 cm,33122092,7.5,7.99,13.68,21.8,291.0,22.6,0.6,186.5,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.20364092,-2.036212101,26-07-18,992,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\220\33122092E.jpg,True
0-20 cm,33122098,7.6,8.23,14.76,8.0,268.0,11.2,0.7,126.8,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.25711782,-2.046669676,26-07-18,860,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\220\33122098E.jpg,True
0-20 cm,33122120,7.4,7.81,22.8,19.6,275.0,11.3,1.8,361.7,13.45,287.5,0.7,0.7,ES,ES4,ES41,ES417,41.45316118,-2.085224929,8/7/2018,1025,B53,U111,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\221\33122120E.jpg,True
0-20 cm,33122146,7.4,7.91,18.58,19.1,207.0,62.3,2.1,345.2,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.68477086,-2.131221437,6/5/2018,1076,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\221\33122146E.jpg,True
0-20 cm,33122156,7.3,7.98,11.49,9.5,20.0,24.7,1.0,185.1,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.77382912,-2.149038077,26-06-18,1082,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\221\33122156E.jpg,True
0-20 cm,33122210,7.2,7.51,6.5,36.9,8.0,23.9,3.1,115.7,13.45,287.5,0.9,1.9,ES,ES2,ES23,ES230,42.25453042,-2.246474002,23-07-18,1360,D20,U210,Shrubland,Shrubland without tree cover,Energy production,1,9,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\222\33122210E.jpg,True
0-20 cm,33122224,7.5,7.99,15.05,11.1,129.0,19.9,1.4,192.9,13.45,287.5,0.9,1.9,ES,ES2,ES23,ES230,42.37909825,-2.272077672,31-07-18,582,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\222\33122224E.jpg,True
0-20 cm,33122236,7.5,8.04,20.82,16.5,248.0,55.3,2.1,686.0,13.45,287.5,0.9,1.9,ES,ES2,ES22,ES220,42.48585165,-2.294137554,31-07-18,439,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\222\33122236E.jpg,True
0-20 cm,33141710,7.6,7.77,111.2,11.8,453.0,68.2,1.7,695.8,13.45,287.5,0.9,1.9,ES,ES6,ES62,ES620,37.79202638,-1.395338631,28-04-18,226,B43,U111,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\417\33141710E.jpg,True
0-20 cm,33141740,7.5,7.93,65.9,9.4,626.0,15.1,0.9,412.6,13.45,287.5,0.2,0.8,ES,ES6,ES62,ES620,38.06088473,-1.440656449,30-06-18,335,B75,U111,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\417\33141740E.jpg,True
0-20 cm,33141808,7.7,8.28,14.73,19.3,303.0,12.8,0.8,145.5,13.45,287.5,0.6,0.4,ES,ES4,ES42,ES421,38.66984068,-1.545279412,8/6/2018,799,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\418\33141808E.jpg,True
0-20 cm,33141880,7.7,8.27,23.62,5.0,497.0,26.5,0.5,312.0,13.45,287.5,0.4,0.3,ES,ES4,ES42,ES421,39.31393776,-1.659016902,19-08-18,754,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\418\33141880E.jpg,True
0-20 cm,33141890,8.2,7.55,14.42,21.8,392.0,26.5,0.4,106.7,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES423,39.40334111,-1.675060692,8/5/2018,824,B82,U111,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\418\33141890E.jpg,True
0-20 cm,33142046,7.3,7.74,18.79,56.0,307.0,26.5,4.0,509.7,13.45,287.5,0.9,1.9,ES,ES4,ES42,ES424,40.79634474,-1.93346446,16-06-18,1186,C23,U420,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,1,22,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\420\33142046E.jpg,True
0-20 cm,33142100,7.6,8.1,15.34,6.6,210.0,26.5,1.0,288.4,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.27781232,-2.026605733,26-07-18,826,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\421\33142100E.jpg,True
0-20 cm,33142106,7.5,8.08,15.05,8.0,256.0,26.5,0.6,210.0,13.45,287.5,0.3,0.2,ES,ES2,ES24,ES243,41.33128608,-2.037076498,7/7/2018,788,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\421\33142106E.jpg,True
0-20 cm,33142114,7.5,7.87,24.1,8.7,81.0,18.2,1.2,289.9,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.40257741,-2.051075849,8/7/2018,988,F40,U112,Bareland,Other bare soil,Fallow land,1,10,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\421\33142114E.jpg,True
0-20 cm,33142118,7.4,7.91,20.09,8.2,107.0,11.7,1.3,286.3,13.45,287.5,0.9,1.9,ES,ES2,ES24,ES243,41.43822008,-2.058092003,8/7/2018,998,B31,U111,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\421\33142118E.jpg,True
0-20 cm,33142142,7.0,7.38,8.89,17.8,1.0,26.5,1.9,232.7,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.65203423,-2.100421118,6/5/2018,1107,E20,U420,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,1,22,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\421\33142142E.jpg,True
0-20 cm,33142160,7.1,7.84,16.93,54.2,248.0,26.5,3.4,294.0,13.45,287.5,0.9,1.9,ES,ES4,ES41,ES417,41.81234792,-2.132431314,26-06-18,1175,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\421\33142160E.jpg,True
0-20 cm,33142268,6.9,7.17,29.2,43.6,13.0,26.5,3.3,163.7,13.45,287.5,0.9,1.9,ES,ES2,ES21,ES211,42.77339492,-2.329362662,2/6/2018,1073,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\ES\331\422\33142268E.jpg,True
